,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
424,Fusarium oxysporum f. sp. rad,214,21,The Transcription Factor Con7-1 Is a Master Regulator of Morphogenesis and Virulence in Fusarium oxysporum,Carmen,2015,con7-3a,TF,percentage survival,6.005,6.005,6.162,0.157,0.157,10,sd,6.791,6.791,0,1.00E-04,1.00E-04,10,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-7.080074105,-0.115741422
422,Fusarium oxysporum f. sp. rad,213,21,The Transcription Factor Con7-1 Is a Master Regulator of Morphogenesis and Virulence in Fusarium oxysporum,Carmen,2015,con7-3a,TF,percentage survival,0.506,0.506,0.576,7.00E-02,7.00E-02,10,sd,0.559,0.559,0,1.00E-04,1.00E-04,10,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.070760605,-0.094812165
425,Fusarium oxysporum f. sp. rad,215,21,The Transcription Factor Con7-1 Is a Master Regulator of Morphogenesis and Virulence in Fusarium oxysporum,Carmen,2015,con7-3a,TF,percentage survival,0.087,0.087,,,,10,sd,0.052,0.052,,,,10,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,350,0.673076923
427,Fusarium oxysporum f. sp. rad,217,22,Fusarium oxysporum f. sp. lycopersici C2H2 transcription factor FolCzf1 is required for conidiation fusaric acid production and early host infection,Yingzi Yun,2019,FolCzf1,TF,percentage survival,0.428,0.428,0.465,3.80E-02,3.80E-02,6,sd,0.742,0.742,0,0.113,0.113,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-3.724789787,-0.423180593
430,Fusarium oxysporum f. sp. rad,220,22,Fusarium oxysporum f. sp. lycopersici C2H2 transcription factor FolCzf1 is required for conidiation fusaric acid production and early host infection,Yingzi Yun,2019,FolCzf1,TF,percentage survival,0.742,0.742,0.855,0.113,0.113,6,sd,0.742,0.742,0,0.113,0.113,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
429,Fusarium oxysporum f. sp. rad,219,22,Fusarium oxysporum f. sp. lycopersici C2H2 transcription factor FolCzf1 is required for conidiation fusaric acid production and early host infection,Yingzi Yun,2019,FolCzf1,TF,percentage survival,1.119,1.119,1.233,0.113,0.113,6,sd,0.742,0.742,0,0.113,0.113,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,3.336283186,0.508086253
428,Fusarium oxysporum f. sp. rad,218,22,Fusarium oxysporum f. sp. lycopersici C2H2 transcription factor FolCzf1 is required for conidiation fusaric acid production and early host infection,Yingzi Yun,2019,FolCzf1,TF,percentage survival,1.447,1.447,1.585,0.138,0.138,6,sd,0.742,0.742,0,0.113,0.113,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,5.589871212,0.950134771
426,Fusarium oxysporum f. sp. rad,216,22,Fusarium oxysporum f. sp. lycopersici C2H2 transcription factor FolCzf1 is required for conidiation fusaric acid production and early host infection,Yingzi Yun,2019,FolCzf1,TF,percentage survival,4.994,4.994,5.296,0.302,0.302,6,sd,0.742,0.742,0,0.113,0.113,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,18.64867439,5.730458221
344,Fusarium oxysporum,228,24,The FTF gene family regulates virulence and expression of SIX effectors in Fusarium oxysporum,Jonathan Nino-Sachez et al,2016,FtF1,TF,disease index,3.176,79.4,0,,,3,0.05,3.831,95.775,0,,0,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.170973636
342,Fusarium oxysporum,227,24,The FTF gene family regulates virulence and expression of SIX effectors in Fusarium oxysporum,Jonathan Nino-Sachez et al,2016,FtF1,TF,disease index,3.363,84.075,0,,,3,sd,3.831,95.775,0,,0,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.122161316
340,Fusarium oxysporum,226,24,The FTF gene family regulates virulence and expression of SIX effectors in Fusarium oxysporum,Jonathan Nino-Sachez et al,2016,FtF1,TF,disease index,3.831,95.775,0,,,3,sd,3.831,95.775,0,,0,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,0
346,Fusarium oxysporum,229,24,The FTF gene family regulates virulence and expression of SIX effectors in Fusarium oxysporum,Jonathan Nino-Sachez et al,2016,FtF1,TF,disease index,3.925,98.125,0,,,3,3,3.831,95.775,0,,0,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,0.024536674
308,Fusarium oxysporum,264,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.668,33.36,2.113,0.445,8.9,20,sd,4.398,87.96,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-8.675961635,-0.620736698
306,Fusarium oxysporum,263,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.4,28,1.682,0.282,5.64,20,sd,3.626,72.52,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-11.16325955,-0.613899614
310,Fusarium oxysporum,265,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.876,37.52,2.276,0.399,7.98,20,sd,4.757,95.14,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-10.21140137,-0.605633803
304,Fusarium oxysporum,262,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.335,26.7,1.597,0.262,5.24,20,sd,3.345,66.9,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-10.8495002,-0.600896861
302,Fusarium oxysporum,261,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.33,26.6,1.605,0.275,5.5,20,sd,3.084,61.68,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-9.020110634,-0.568741894
300,Fusarium oxysporum,260,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.344,26.88,1.593,0.249,4.98,20,sd,2.568,51.36,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.951796228,-0.476635514
312,Fusarium oxysporum,266,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,2.576,51.52,2.988,0.412,8.24,20,sd,4.756,95.12,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-7.482974454,-0.458368377
298,Fusarium oxysporum,259,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.253,25.06,,,,20,sd,1.947,38.94,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.356445814
314,Fusarium oxysporum,267,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.086,61.72,3.446,0.36,7.2,20,sd,4.761,95.22,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.580021182,-0.351816845
316,Fusarium oxysporum,268,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.419,68.38,4.132,0.714,14.28,20,sd,4.754,95.08,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.644222811,-0.280816155
318,Fusarium oxysporum,269,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.706,74.12,4.295,0.589,11.78,20,sd,4.747,94.94,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.499484376,-0.219296398
320,Fusarium oxysporum,270,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.039,80.78,4.569,0.53,10.6,20,sd,4.753,95.06,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.905185784,-0.150220913
283,Fusarium oxysporum,245,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.764,35.28,,,,20,sd,1.947,38.94,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.093990755
322,Fusarium oxysporum,271,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.392,87.84,4.83,0.439,8.78,20,sd,4.752,95.04,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.15971952,-0.075757576
296,Fusarium oxysporum,258,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.242,24.84,,,,20,sd,1.262,25.24,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.015847861
281,Fusarium oxysporum,244,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.249,24.98,,,,20,sd,1.262,25.24,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.010301109
348,Fusarium oxysporum,230,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,1.255,25.1,,,,20,sd,1.262,25.24,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.005546751
347,Fusarium oxysporum,238,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.73,94.6,,,,20,sd,4.756,95.12,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.005466779
349,Fusarium oxysporum,239,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.735,94.7,,,,20,sd,4.761,95.22,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.005461038
350,Fusarium oxysporum,240,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.734,94.68,,,,20,sd,4.754,95.08,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.004206984
326,Fusarium oxysporum,253,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.742,94.84,4.794,5.20E-02,1.04,20,sd,4.761,95.22,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.516730923,-0.003990758
279,Fusarium oxysporum,243,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.738,94.76,,,,20,sd,4.752,95.04,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.002946128
324,Fusarium oxysporum,252,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.749,94.98,4.815,6.50E-02,1.3,20,sd,4.756,95.12,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.152299742,-0.001471825
345,Fusarium oxysporum,237,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.75,95,,,,20,sd,4.757,95.14,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,,-0.001471516
277,Fusarium oxysporum,242,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.753,95.06,0,1.00E-04,0.002,20,sd,4.753,95.06,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
282,Fusarium oxysporum,251,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.763,95.26,4.803,3.90E-02,0.78,20,sd,4.757,95.14,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.217570602,0.001261299
328,Fusarium oxysporum,254,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.767,95.34,4.8,3.30E-02,0.66,20,sd,4.754,95.08,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.557111876,0.002734539
290,Fusarium oxysporum,255,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.76,95.2,4.793,3.30E-02,0.66,20,sd,4.747,94.94,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.557111876,0.002738572
292,Fusarium oxysporum,256,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.772,95.44,4.805,3.30E-02,0.66,20,sd,4.753,95.06,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.814240434,0.003997475
294,Fusarium oxysporum,257,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.771,95.42,,,,20,sd,4.752,95.04,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,190,0.003998316
275,Fusarium oxysporum,241,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.767,95.34,,,,20,sd,4.747,94.94,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,200,0.004213187
280,Fusarium oxysporum,250,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.502,90.04,4.993,0.491,9.82,20,sd,4.398,87.96,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.299548284,0.023647112
287,Fusarium oxysporum,247,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.215,64.3,3.87,0.655,13.1,20,sd,3.084,61.68,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.282842709,0.042477302
285,Fusarium oxysporum,246,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,2.751,55.02,3.622,0.871,17.42,20,sd,2.568,51.36,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.297130976,0.071261682
343,Fusarium oxysporum,236,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.745,94.9,,,,20,sd,4.398,87.96,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,3470,0.0788995
274,Fusarium oxysporum,231,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,2.13,42.6,,,,20,sd,1.947,38.94,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,1830,0.093990755
278,Fusarium oxysporum,249,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.071,81.42,4.575,0.504,10.08,20,sd,3.626,72.52,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,1.24866076,0.122724766
276,Fusarium oxysporum,248,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.784,75.68,4.576,0.792,15.84,20,sd,3.345,66.9,0,1.00E-04,0.002,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.783888572,0.131240658
284,Fusarium oxysporum,232,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,2.994,59.88,,,,20,sd,2.568,51.36,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,4260,0.16588785
286,Fusarium oxysporum,233,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,3.962,79.24,,,,20,sd,3.084,61.68,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,8780,0.284695201
273,Fusarium oxysporum,235,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.732,94.64,,,,20,sd,3.626,72.52,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,11060,0.305019305
288,Fusarium oxysporum,234,25,The pH signalling transcription factor PacC controls virulence in the plant pathogen Fusarium oxysporum,Zaira Caracuel et al,2003,PaCc,TF,disease index,4.772,95.44,,,,20,sd,3.345,66.9,,,,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,14270,0.426606876
360,Fusarium oxysporum f. sp. phaseoli,302,27,New Virulence Groups in Fusarium oxysporum f. sp. phaseoli: The Expression of the Gene Coding for the Transcription Factor ftf1 Correlates with Virulence,verga bartos,2010,FtF1,TF,disease index,0.410526316,4.561403511,0.463157895,5.26E-02,0.584795322,6,sd,0.8,8.888888889,0,1.00E-04,0.003333333,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-10.46501035,-0.486842105
361,Fusarium oxysporum f. sp. phaseoli,303,27,New Virulence Groups in Fusarium oxysporum f. sp. phaseoli: The Expression of the Gene Coding for the Transcription Factor ftf1 Correlates with Virulence,verga bartos,2010,FtF1,TF,disease index,0.414736842,4.608187133,0.511578947,9.68E-02,1.076023389,6,sd,0.8,8.888888889,0,1.00E-04,0.003333333,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-5.626083498,-0.481578948
359,Fusarium oxysporum f. sp. phaseoli,301,27,New Virulence Groups in Fusarium oxysporum f. sp. phaseoli: The Expression of the Gene Coding for the Transcription Factor ftf1 Correlates with Virulence,verga bartos,2010,FtF1,TF,disease index,0.538947368,5.988304089,0.642105263,0.103157895,1.146198833,6,sd,0.8,8.888888889,0,1.00E-04,0.003333333,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-3.578811022,-0.32631579
358,Fusarium oxysporum f. sp. phaseoli,300,27,New Virulence Groups in Fusarium oxysporum f. sp. phaseoli: The Expression of the Gene Coding for the Transcription Factor ftf1 Correlates with Virulence,verga bartos,2010,FtF1,TF,disease index,0.631578947,7.017543856,0.690526316,5.89E-02,0.654970767,6,sd,0.8,8.888888889,0,1.00E-04,0.003333333,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-4.040557818,-0.210526316
357,Fusarium oxysporum f. sp. phaseoli,299,27,New Virulence Groups in Fusarium oxysporum f. sp. phaseoli: The Expression of the Gene Coding for the Transcription Factor ftf1 Correlates with Virulence,verga bartos,2010,FtF1,TF,disease index,0.753684211,8.374269011,0.812631579,5.89E-02,0.654970756,6,sd,0.8,8.888888889,0,1.00E-04,0.003333333,6,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.111153406,-0.057894736
352,Fusarium oxysporum f. sp. cubense,481,50,Mitogen-Activated Protein Kinases Are Associated with the Regulation of Physiological Traits and Virulence in Fusarium oxysporum f. sp. cubense,Ding,2015,Folslt,Enzymes,disease incidence,36.28865979,36.28865979,44.98281787,8.694158076,8.694158076,3,se,89.58762887,8.694158076,95.63573883,6.048109966,6.048109966,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,3.684707595,3.173913043
354,Fusarium oxysporum f. sp. cubense,483,50,Mitogen-Activated Protein Kinases Are Associated with the Regulation of Physiological Traits and Virulence in Fusarium oxysporum f. sp. cubense,Ding,2015,Folslt,Enzymes,disease incidence,20.03436426,20.03436426,24.57044674,4.536082474,4.536082474,3,se,69.93127148,4.536082474,73.33333333,3.402061856,3.402061856,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,3.86551707,3.416666667
355,Fusarium oxysporum f. sp. cubense,484,50,Mitogen-Activated Protein Kinases Are Associated with the Regulation of Physiological Traits and Virulence in Fusarium oxysporum f. sp. cubense,Ding,2015,Folslt,Enzymes,disease incidence,23.05841924,23.05841924,27.97250859,4.914089347,4.914089347,3,se,69.93127148,4.914089347,73.33333333,3.402061856,3.402061856,3,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,4.293250516,3.692307692
